Indian Institute of Technology Kanpur,,Indian Institute of Technology Kanpur,,India,Uttar Pradesh,Kanpur,26.511386,80.23492,
The Union of Soviet Socialist Republics,,Russia and other countries,The Union of Soviet Socialist Republics,Union of Soviet Socialist Republics,-9999,-9999,54,81,
The University of Maryland,,The University of Maryland,,The United States of America,Maryland,College Park,38.98,-76.93,
Stanford University,,Stanford University,,United States of America,California,Stanford,37.4289227,-122.1696803,
Boston Area,,Boston Area,,United States of America,Massachusetts,-9999,42.4,-71.17,
Boston University,,Boston University,,United States of America,Massachusetts,Boston,42.3339865,-71.1047742,
Polytechnic University of New York,,Polytechnic University of New York,,United States of America,New York,New York,40.694412,-73.986531,
Ayodhya,,,,,,,0,0,
Chauri Chaura,,,,,,,0,0,"A town in Uttar Pradesh famous for an event that took place in February 1922 when rioting townspeople set a police station on fire, killing 22 officers.  The event led to brutal colonial suppression as well as the end of the cessation of the Non-cooperation Movement by M.K. Gandhi."
St. Stephens College,,St. Stephens College,,India,New Delhi,Delhi,28.68,77.21,
Durbar Hall (See Raj Bhavan),,Durbar Hall,,India,West Bengal,Kolkata,22.56,88.34,
Murshid??b??d,,Murshid??b??d,,India,West Bengal,Murshid??b??d,24.17,88.27,
St. Johns College Oxford,,St. Johns College Oxford,,United Kingdom,Oxfordshire,Oxford,51.75,-1.25,
Calcutta South Club Ltd.,,Calcutta South Club Ltd.,,India,West Bengal,Kolkata,22.539548,88.352838,
Calcutta Club Ltd.,,Calcutta Club Ltd.,,India,West Bengal,Kolkata,22.541065,88.346393,
300 Club,,300 Club,,India,West Bengal,Kolkata,-9999,-9999,
V??r??nasi,,V??r??nasi,,India,Uttar Pradesh,V??r??nasi,25.33,83,
Chelsea College of Art & Design,,Chelsea College of Art & Design,Hammersmith School of Art,United Kingdom,United Kingdom,London,51.49239,-0.127763,
St. Xaviers College,,Kolkata,St. Xaviers College,,college/university,India,-1,-1,
S?o Paulo,,S?o Paulo,,Brazil,Rio Grande do Sul,S?o Paulo,-28.68,-51.36,
Muslim Area (of Kolkata),,,Muslim Area (of Kolkata),India,West Bengal,Kolkata,-9999,-9999,
Hindu Area (of Kolkata),,,Hindu Area (of Kolkata),India,West Bengal,Kolkata,-9999,-9999,
K.C. De House,,,,India,West Bengal,Kolkata,-9999,-9999,
43 Dharmatala Street,,,,India,West Bengal,Kolkata,22.52,88.38,
Hoogly - Haora bridge,,Hoogly - Haora bridge,,India,West Bengal,Kolkata,22.58,88.34,
Sh??nti Niketan,,Sh??nti Niketan,,India,West Bengal,Sh??nti Niketan,23.68,87.68,
National Medical College & Hospital Kolkata,,Medical College & Hospital Kolkata,Calcutta Medical College,India,West Bengal,Kolkata,22.546349,88.368804,
57/1/1A Raja Dinendra Street,,57/1/1A Raja Dinendra Street,,India,West Bengal,Kolkata,-9999,-9999,
St. James School,,St. James'School,,India,West Bengal,Kolkata,22.55,88.36,
St. Xavier??s College Fathers Library,,St. Xavier??s College Fathers Library,,India,West Bengal,Kolkata,-9999,-9999,
D??rjiling,,D??rjiling,,India,West Bengal,D??rjiling,27.02,88.26,
Thanj??v??r,,Thanj??v??r,,India,Tamil N??du,Thanj??v??r,10.77,79.16,
Centre for Studies in Social Sciences,,Calcutta,Centre for Studies in Social Sciences,,research institution,India,-1,-1,
Saha Institute (there are two!),,Saha Institute,,India,West Bengal,Kolkata,-9999,-9999,
Mitra Institution (Main),,Mitra Institution (Main),,India,West Bengal,Kolkata,22.57247,88.368133,
1 Mandir Street,,1 Mandir Street,,India,West Bengal,Kolkata,-9999,-9999,
University of Monash,,University of Monash,,Australia,Victoria,Melbourne,-37.876151,145.044437,
University of Melbourne,,University of Melbourne,,Australia,Victoria,Melbourne,-37.796238,144.962411,
Australian National University,,Canberra,Australian National University,,college/university,Australia,-1,-1,
Sydney,,Sydney,,Australia,New South Wales,Sydney,-33.887968,151.024091,
Brisbane,,Brisbane,,Australia,Queensland,Brisbane,-27.464197,153.027274,
Lakshmi Bazar,,Lakshmi Bazar,,Bangladesh,Dhaka,Dhaka,-23.707687,90.416053,
Mauritius,,Mauritius,,Mauritius,-9999,-9999,-20.267259,57.609289,
Indian Ocean,,Indian Ocean,,-9999,-9999,-9999,-10,70,
Java,,Java,,Indonesia,-9999,-9999,-7.491667,110.004444,
Sumenep,,Sumenep,,Indonesia,Jawa Timur,Sumenep,-7.016667,113.866667,
Indonesia,,Indonesia,,Indonesia,-9999,-9999,-0.789597,114.831638,
Kenya,,Kenya,,Kenya,-9999,-9999,0,38,
Sumatra,,Sumatra,,Indonesia,-9999,-9999,0,102,
Borneo,,Borneo,,Indonesia,-9999,-9999,1,114,
Melaka,,Melaka,,Malaysia,Melaka,Melaka,2.196,102.2405,
Strait of Malacca,,Strait of Malacca,,-9999,-9999,-9999,2.5,101.333333,
Malaysia,,Malaysia,,Malaysia,-9999,-9999,3.5,102.5,
Guyana,,Guyana,,Guyana,-9999,-9999,4.390196,-58.550847,
Aceh,,Aceh,,Indonesia,Aceh,-9999,5,96.75,
Kelantan,,Kelantan,,Malaysia,Kelantan,-9999,5.333333,102,
Accra,,Accra,,Ghana,Greater Accra,Accra,5.564838,-0.22886,
Indian Ocean Rim,,Indian Ocean Rim,,-9999,-9999,-9999,5.944252,80.451981,
Arba Minch,,Arba Minch,,Ethiopia,YeDebub Bih?roch Bih?reseboch na Hizboch,Arba Minch,6.006266,37.540888,
Chencha,,Chencha,,Ethiopia,YeDebub Bih?roch Bih?reseboch na Hizboch,Chencha,6.25,37.566667,
Monrovia,,Monrovia,,Republic of Liberia,Bong,Monrovia,6.297881,-10.802791,
University of Liberia,,University of Liberia,,Republic of Liberia,Bong,Monrovia,6.299774,-10.794322,
Republic of Liberia,,Republic of Liberia,,Republic of Liberia,-9999,-9999,6.660375,-9.256456,
The East Indies,,The East Indies,,-9999,-9999,-9999,6.8,101.2,
Sri Lanka,,Sri Lanka,Ceylon,Sri Lanka,-9999,-9999,7.5,80.5,
East Africa,,East Africa,,-9999,-9999,-9999,8.5,40,
Kollam,,Kollam,Quilon,India,Kerala,Kollam,8.880556,76.591667,
Ethiopia,,Ethiopia,Abyssinia,Ethiopia,-9999,-9999,9,39,
Addis Ababa,,Addis Ababa,,Ethiopia,?d?s ?beba,Addis Ababa,9.027037,38.724282,
Kochi,,Kochi,Malabar,India,Kerala,Kochi,9.966667,76.233333,
Atlantic Ocean,,Atlantic Ocean,,-9999,-9999,-9999,10,-25,
Kerala,,Kerala,,India,Kerala,-9999,10.282866,76.569126,
Thanj?v?r,,Thanj?v?r,,India,Tamil N?du,Thanj?v?r,10.777941,79.162656,
Tiruchirapalli Rock Fort Temple,,Tiruchirapalli Rock Fort Temple,,India,Tamil Nadu,Tiruchirapalli,10.828061,78.696943,
Kollidam  River,,Kollidam  River,,India,-9999,-9999,11.383333,79.766667,
Andaman Islands penal colony,,Port Blair,Andaman Islands penal colony,India,Andaman and Nicobar Islands,Port Blair,11.666667,92.75,
Pondicherry,,Pondicherry,,India,Pondicherry,Pondicherry,11.924491,79.824212,
Kodagu,,Kodagu,Coorg,India,Karn?taka,-9999,12.25,75.75,
Chamundi Temple Mysore,,Chamundi Temple Mysore,,India,Karn?taka,Mysore,12.272538,76.670654,
Mysore,,Mysore,,India,Karn?taka,Mysore,12.301068,76.659199,
Seringapatam,,Seringapatam,,India,Karn?taka,Seringapatam,12.419444,76.684444,
Aden,,Aden,,Yemen,Aden,Aden,12.766248,45.047699,
Madras Christian College,,Madras Christian College,,India,Tamil Nadu,Tambaram,12.918146,80.122108,
Chennai,,Chennai,Madras,India,Tamil Nadu,Chennai,13.081828,80.283036,
Karn?taka,,Karn?taka,Mysore,India,Karn?taka,-9999,13.5,76,
Red Sea,,Red Sea,,-9999,-9999,-9999,13.572722,42.75,
Mandalay,,Mandalay,,Burma,Mandalay,-9999,22,96,
Goa,,Goa,,India,Goa,-9999,15.356827,74.076385,
Yemen,,Yemen,,Yemen,-9999,-9999,15.5,48.5,
Thailand,,Thailand,,Thailand,-9999,-9999,15.81804,100.817132,
Sayoun,,Sayoun,,Yemen,?a?ramawt,Sayoun,15.943333,48.793333,
Mu??faz?at ?a?ramawt,,Mu??faz?at ?a?ramawt,,Yemen,?a?ramawt,-9999,16,49,
Tarim,,Tarim,,Yemen,?a?ramawt,Tarim,16.056944,48.998889,
Andhra Pradesh,,Andhra Pradesh,,India,Andhra Pradesh,-9999,16.277942,79.096372,
Bij?pur,,Bij?pur,,India,Karn?taka,Bij?pur,16.666667,75.916667,
Rangoon,,Rangoon,,Burma,Yangon,Rangoon,16.872228,96.124888,
Mirbat,,Mirbat,,Oman,Z?uf?r,Mirbat,16.984721,54.691469,
South Arabia,,South Arabia,,-9999,-9999,-9999,17,53,
?al?lah,,?al?lah,,Oman,Z?uf?r,?al?lah,17.015046,54.09237,
Visakhapatnam,,Visakhapatnam,,India,Andhra Pradesh,Visakhapatnam,17.753778,83.317263,
Vizianagaram,,Vizianagaram,,India,Andhra Pradesh,Vizianagaram,18.112052,83.399427,
N?g?vali River,,N?g?vali River,L?nguliy?,India,India,-9999,18.216667,83.933333,
West Indies,,West Indies,,-9999,-9999,-9999,18.395093,-66.361783,
University of Mumbai,,University of Mumbai,,India,Maharashtra,Mumbai,19.071,72.857892,
Rayagada,,Rayagada,,India,Orissa,Rayagada,19.253222,83.498469,
Brahmapur,,Brahmapur,,India,Orissa,Brahmapur,19.298431,84.792152,
Jagannath Mandir,,Jagannath Mandir,,India,Orissa,Puri,19.804727,85.818183,
Puri,,Puri,,India,Orissa,Puri,19.805601,85.853429,
Yezin University of Agriculture,,Yezin University of Agriculture,,Burma,Mandalay,Yezin,19.83278,96.274695,
Orissa,,Orissa,,India,Orissa,-9999,20,85,
Laos,,Laos,,Laos,-9999,-9999,20,103,
Bhubaneswar,,Bhubaneswar,,India,Orissa,Bhubaneswar,20.294617,85.86668,
Madanpur,,Madanpur,,India,Orissa,Madanpur,20.316667,83.516667,
Daman and Diu,,Daman and Diu,,India,Daman and Diu,-9999,20.416528,72.846989,
Surat,,Surat,,India,Gujar?t,Surat,20.916667,73.05,
Mecca,,Mecca,,Saudi Arabia,Makkah,Mecca,21.42738,39.81484,
Jeddah,,Jeddah,,Saudi Arabia,Makkah,Jeddah,21.543003,39.173005,
Sunderban National Park,,Sunderban National Park,,India,West Bengal,-9999,21.783336,88.808252,
Border of Orissa and Bengal,,Border of Orissa and Bengal,,India,-9999,-9999,21.872031,87.047368,
Cuba,,Cuba,,Cuba,-9999,-9999,22,-80,
Khambh?t,,Khambh?t,Cambay,India,Gujar?t,Khambh?t,22.3,72.616667,
Medin?pur,,Medin?pur,,India,West Bengal,Kolkata,22.419249,87.326789,
Kharagpur,,Kharagpur,,India,West Bengal,Kharagpur,22.339944,87.324872,
Chittagong Club,,Chittagong Club,,Bangladesh,Chittagong,Chittagong,22.347954,91.822075,
Midnapore College,,Midnapore College,,India,West Bengal,Medin?pur,22.421425,87.323199,
Vidyasagar University,,Vidyasagar University,,India,West Bengal,Medinipur,22.431197,87.298295,
Jhargram Raj College,,Jhargram Raj College,,India,West Bengal,Jhargram,22.44201,86.990476,
University of Chittagong,,University of Chittagong,,Bangladesh,Chittagong,Chittagong,22.471243,91.786532,
Royal Calcutta Golf Club,,Royal Calcutta Golf Club,,India,West Bengal,Kolkata,22.492946,88.355218,
Tollygunge,,Tollygunge,,India,West Bengal,Kolkata,22.5,88.35,
Jodhpur Park,,Jodhpur Park,Anwer Shah?,india,West Bengal,Kolkata,22.505818,88.363999,
Charu Chandra Avenue,,Charu Chandra Avenue,,India,West Bengal,Kolkata,22.507324,88.344803,
Ramakrishna Mission Institute of Culture,,Ramakrishna Mission Institute of Culture,,India,West Bengal,Kolkata,22.514979,88.366485,
Golpark,,Golpark,,India,West Bengal,Kolkata,22.516286,88.366204,
Rashbehari Avenue,,Rashbehari Avenue,,India,West Bengal,Kolkata,22.518251,88.357938,
Deshapriya Park,,Deshapriya Park,,India,West Bengal,Kolkata,22.518559,88.35353,
Mahanirban Road,,Mahanirban Road,,India,West Bengal,Kolkata,22.519275,88.356914,
Basusree Cinema Hall,,Basusree Cinema Hall,,India,West Bengal,Kolkata,22.522353,88.345935,
Kalika Cinema,,Kalika Cinema,,India,West Bengal,Kolkata,22.522624,88.346019,
Alipore District and Sessions Court,,Alipore District and Sessions Court,,India,West Bengal,Kolkata,22.523766,88.332623,
Hazra Road,,Hazra Road,,India,West Bengal,Kolkata,22.524399,88.351416,
Jatin Das Park,,Jatin Das Park,,India,West Bengal,Kolkata,22.524427,88.346037,
American Institute of Indian Studies,,American Institute of Indian Studies,,India,West Bengal,Kolkata,22.524701,88.369492,
"Chittaranjan National Cancer Institute Kolkata
",,,,,,,-1,-1,
Chittaranjan National Cancer Institute Kolkata,,,,West Bengal,Kolkata,22.524963,88.346716,-1,
Baker Road,,Baker Road,,India,West Bengal,Kolkata,22.52529,88.337321,
Alipur Main Post and Telegraph Office,,Alipur Main Post and Telegraph Office,,India,West Bengal,Kolkata,22.525989,88.337466,
Priyanath Mallick Road,,Priyanath Mallick Road,,India,West Bengal,Kolkata,22.526252,88.347541,
Deodar Street,,Deodar Street,,India,West Bengal,Kolkata,22.52627,88.35954,
Ballygunge Science College,,Ballygunge Science College,,India,West Bengal,Kolkata,22.526742,88.36283,
Bijoli Cinema Hall,,Bijoli Cinema Hall,,India,West Bengal,Kolkata,22.526865,88.345744,
Indira Cinema Hall,,Indira Cinema Hall,,India,West Bengal,Kolkata,22.527241,88.346616,
Bakul Bagan Road,,Bakul Bagan Road,,India,West Bengal,Kolkata,22.527528,88.350106,
Ballygunge Circular Road,,Ballygunge Circular Road,,India,West Bengal,Kolkata,22.527945,88.365442,
Sarat Bose Road,,Sarat Bose Road,Lansdowne Street,India,West Bengal,Kolkata,22.527995,88.352752,
Lansdown Market,,Lansdown Market,,India,West Bengal,Kolkata,22.528181,88.352445,
Asutosh College,,Asutosh College,,India,West Bengal,Kolkata,22.528444,88.343784,
Purna Cinema,,Purna Cinema,,India,West Bengal,Kolkata,22.529006,88.345254,
Saptaparni Building,,Saptaparni Building,,India,West Bengal,Kolkata,22.529036,88.35962,
Ballygunge Post Office,,Ballygunge Post Office,,India,West Bengal,Kolkata,22.531217,88.36536,
Ballygunge,,Ballygunge,,India,West Bengal,Kolkata,22.533333,88.366667,
Ballygunge Park Road,,Ballygunge Park Road,,India,West Bengal,Kolkata,22.533824,88.366043,
St. John's Diocesan Girls' Higher Secondary School,,St. John's Diocesan Girls' Higher Secondary School,,India,West Bengal,Kolkata,22.537446,88.354202,
Gokhale Memorial Girls School,,Gokhale Memorial Girls Schoo,,India,West Bengal,Kolkata,22.539301,88.344364,
Park Street,,Park Street,,India,West Bengal,Kolkata,22.540217,88.37048,
Calcutta Cosmopolitan Club Ltd,,Calcutta Cosmopolitan Club Ltd,,India,West Bengal,Kolkata,22.540476,88.358228,
La Martiniere For Girls,,La Martiniere For Girls,,India,West Bengal,Kolkata,22.541486,88.358387,
Elgin Road,,Elgin Road,,India,West Bengal,Kolkata,22.543993,88.353823,
Rani Birla Girls' College,,Rani Birla Girls' College,38 Theatre Road/20 Theatre Road,India,West Bengal,Kolkata,22.544247,88.357694,
Shakespeare Sanari,,Shakespeare Sanari,Theatre Road,India,West Bengal,Kolkata,22.544753,88.35606,
Chowringhee Junction,,Jawaharlal Nehru Road,Chowringhee Street,India,West Bengal,Kolkata,22.546313,88.348941,
Consulate General of the United States,,Consulate General of the United States,,India,West Bengal,Kolkata,22.546481,88.351709,
Middleton Street,,Middleton Street,,India,West Bengal,Kolkata,22.548769,88.351891,
Loreto House School and College,,Loreto House School and College,Sir Elijah Impey's garden house,India,West Bengal,Kolkata,22.548808,88.352652,
St. Xavier's College,,Kolkata,St. Xavier's College,,college/university,India,-1,-1,
Park Street Police Station,,Park Street Police Station,,India,West Bengal,Kolkata,22.549544,88.356384,
Hotel Gulshan International,,Hotel Gulshan International,,India,West Bengal,Kolkata,22.55111,88.358659,
The Maidan,,The Maidan,,India,West Bengal,Kolkata,22.551306,88.347211,
Oxford Book Store,,Oxford Book Store,,India,West Bengal,Kolkata,22.553976,88.351675,
St. James' School,,St. James' School,,India,West Bengal,Kolkata,22.554691,88.3654,
Lindsey Street,,Lindsey Street,,India,West Bengal,Kolkata,22.558948,88.352623,
Globe Cinema,,Globe Cinema,,India,West Bengal,Kolkata,22.559011,88.352367,
The Tiger Cinema,,Price Challenge Suit Bazaar,The Tiger Cinema,India,West Bengal,Kolkata,22.559426,88.352754,
Loreto Convent School Entally,,Loreto Convent School Entally,,India,West Bengal,Kolkata,22.560012,88.377164,
Calcutta Boys School,,Calcutta Boys School,,India,West Bengal,Kolkata,22.560157,88.365505,
The Light House Cinema,,The Light House Cinema,,India,West Bengal,Kolkata,22.560474,88.351955,
Sir Stuart Hogg market,,Sir Stuart Hogg market,,India,West Bengal,Kolkata,22.560496,88.35268,
New Market,,New Market,,India,West Bengal,Kolkata,22.560496,88.35268,
New Empire Cinema,,New Empire Cinema,,India,West Bengal,Kolkata,22.560607,88.352163,
The Oberoi Grand,,The Oberoi Grand,,India,West Bengal,Kolkata,22.561611,88.351287,
Roxy Cinema,,Roxy Cinema,,India,West Bengal,Kolkata,22.562232,88.352126,
Regal Cinema,,Regal Cinema,,India,West Bengal,Kolkata,22.563031,88.351847,
Calcutta Girls School,,Calcutta Girls School,,India,West Bengal,Kolkata,22.56408,88.358284,
Metro Cinema,,Metro Cinema,,India,West Bengal,Kolkata,22.564162,88.351646,
Beliaghata,,Beliaghata,,India,West Bengal,Kolkata,22.566667,88.383333,
Sealdah Railway Station,,Sealdah Railway Station,,India,West Bengal,Kolkata,22.567256,88.371277,
Bangabasi College,,Bangabasi College,,India,West Bengal,Kolkata,22.56955,88.367513,
Shibpur,,Shibpur,,India,West Bengal,Kolkata,22.570002,88.310002,
Gurudas College,,Gurudas College,,India,West Bengal,Kolkata,22.571173,88.390503,
B.B.D. Bagh,,B.B.D. Bagh,Dalhousie Square,India,West Bengal,Kolkata,22.571184,88.347005,
Writer's Building,,Writer's Building,,India,West Bengal,Kolkata,22.573646,88.349584,
Presidency College Library,,Presidency College Library,,India,West Bengal,Kolkata,22.574605,88.364707,
Rupa Book Centre,,Rupa Book Centre,,India,West Bengal,Kolkata,22.574605,88.364707,
St Paul's Cathedral Mission College,,St Paul's Cathedral Mission College,,India,West Bengal,Kolkata,22.574984,88.368788,
Hindu College,,Presidency College,Hindu College,India,West Bengal,Kolkata,22.576369,88.362521,
Bhawani Dutta Lane,,Bhawani Dutta Lane,,India,West Bengal,Kolkata,22.577091,88.362975,
Brahmo Boy's School,,Brahmo Boy's School,,India,West Bengal,Kolkata,22.579838,88.368788,
City College,,Kolkata,City College,,college/university,India,-1,-1,
Machuabazar,,Machuabazar,,India,West Bengal,Kolkata,22.580367,88.37128,
Vidyasagar College,,Vidya Sagar College,Metropolitan Institute,India,West Bengal,Kolkata,22.582141,88.366502,
British Council Library,,The British Council Library,,India,West Bengal,Kolkata,22.582808,88.416526,
Salt Lake City,,Salt Lake City,,India,West Bengal,Kolkata,22.582808,88.416526,
Howrah Railway Station,,Howrah Railway Station,,India,West Bengal,Kolkata,22.583776,88.340327,
Hooghly - Haora bridge,,Hoogly - Haora bridge,,India,West Bengal,Kolkata,22.585089,88.346981,
YMCA Hostel,,Kolkata,YMCA Hostel,,hostel,India,-1,-1,
Maniktala,,Maniktala,,India,West Bengal,Kolkata,22.590782,88.370066,
Nilmoni Mitra Lane,,Nilmoni Mitra Lane,,India,West Bengal,Kolkata,22.591813,88.363494,
Aurabindo Sarani,,Aurabindo Sarani,Grey Street,India,West Bengal,Kolkata,22.595457,88.366349,
Sarada Charan Aryan Institution,,Sarada Charan Aryan Institution,,India,West Bengal,Kolkata,22.595854,88.361674,
Minar Cinema Hall,,Minar Cinema Hall,,India,West Bengal,Kolkata,22.597426,88.371838,
Shobhabazar,,Shobhabazar,,India,West Bengal,Kolkata,22.598168,88.363999,
Shyambazar,,Shyambazar,,India,West Bengal,Kolkata,22.598266,88.373706,
New Town,,New Town,Rajarhat,India,West Bengal,Kolkata,22.600691,88.469454,
Cornwalis Street,,Cornwalis Street,,India,West Bengal,Kolkata,22.601636,88.373709,
Shyambazar - Five Point Crossing,,Shyambazar - Five Point Crossing,,India,West Bengal,Kolkata,22.601771,88.373649,
R. G. Kar Medical College and Hospital,,R. G. Kar Medical College and Hospital,,India,West Bengal,Kolkata,22.604255,88.37839,
North Twenty Four Parganas,,North Twenty Four Parganas,,India,West Bengal,-9999,22.604794,88.765479,
Chitpur,,Chitpur,,India,West Bengal,Kolkata,22.610157,88.37128,
Shri Aurobindo Sarani,,Shri Aurobindo Sarani,Grey Street,India,West Bengal,Kolkata,22.612212,88.309892,
Ramakrishna Mission Vidymandira,,Ramakrishna Mission Vidymandira,,India,West Bengal,Haora,22.6294,88.353252,
Belur,,Belur,,India,West Bengal,Belur,22.633333,88.3,
Alambazar,,Alambazar,,India,West Bengal,Kolkata,22.649799,88.363552,
Basirhat,,Basirhat,,India,West Bengal,Basirhat,22.650266,88.862919,
Seagull Book Shop,,Seagull Book Shop,,India,West Bengal,Kolkata,22.667798,88.383062,
Belgharia,,Belgharia,,India,West Bengal,Kolkata,22.668378,88.384625,
Deshbandhu Park,,Deshbandhu Park,,India,West Bengal,Kolkata,22.684048,88.35095,
Panihati,,Panihati,,India,West Bengal,Panihati,22.701001,88.38792,
Sadar Girls School,,Sadar Girls School,,Bangladesh,Barisal,Barisal,22.70484,90.367115,
Gujarat,,Gujarat,,India,Gujarat,-9999,22.751097,71.693232,
Surendranath college,,Surendranath college,,India,West Bengal,B?r?kpur,22.763346,88.350147,
Sahas,,Sahas,,Bangladesh,Khulna,Sahas,22.766667,89.416667,
Jamshedpur,,Jamshedpur,,India,Jharkhand,Jamshedpur,22.783664,86.186625,
Khulna,,Khulna,,Bangladesh,Khulna,Khulna,22.826762,89.550558,
Chandannagar Government College,,Chandannagar Government College,,India,West Bengal,Chandannagar,22.857745,88.369766,
Dupleix College,,Dupleix College,,India,West Bengal,Chandannagar,22.857745,88.369766,
Hugli,,Hugli,,India,West Bengal,Hugli,22.891587,88.399164,
Chunchura,,Chunchura,,India,West Bengal,Chunchura,22.878889,88.3925,
Hooghly Mohsin College,,Hooghly Mohsin College,,India,West Bengal,Chinsurah,22.882963,88.400236,
Rishi Bankim Chandra Evening College,,Rishi Bankim Chandra Evening College,,India,West Bengal,Naihati,22.883843,88.417992,
Bansberia,,Bansberia,,India,West Bengal,Bansberia,22.958431,88.399932,
Guangzhou,,Guangzhou,Canton,China,Guangdong,Guangzhou,23.09075,113.290768,
Jessore,,Jessore,,Bangladesh,Jessore,-9999,23.212184,89.152048,
Chauddagram,,Chauddagram,,Bangladesh,Chittagong,Chauddagram,23.212587,91.315249,
Chandpur,,Chandpur,,Bangladesh,Tipperra,Chandpur,23.227026,90.679169,
Bankura,,Bankura,,India,West Bengal,Bankura,23.232638,87.0674,
Burdwan Town School,,Burdwan Town School,,India,West Bengal,Barddhaman,23.237344,87.869309,
Burdwan Raj College,,Burdwan Raj College,,India,West Bengal,Barddhaman,23.246093,87.85702,
Ranchi,,Ranchi,,India,Jharkhand,Ranchi,23.364302,85.335384,
Padma River,,Padma River,,Bangladesh,-9999,-9999,23.390556,90.5575,
Krishnanagar,,Krishnanagar,,India,West Bengal,Krishnanagar,23.401794,88.496597,
Nabadwip,,Nabadwip,,India,West Bengal,Nabadwip,23.404633,88.365572,
Nabadwip Bakultala High School,,Nabadwip Bakultala High School,,India,West Bengal,Nabadwip,23.407932,88.364942,
Nadia,,Nadia,,India,West Bengal,-9999,23.419604,88.537654,
Barddhaman,,Barddhaman,Burdwan,India,West Bengal,Barddhaman,23.426287,87.77245,
Comilla,,Comilla,,Bangladesh,Tippera,Comilla,23.45864,91.211985,
Tippera,,Tippera,,Bangladesh,Tippera,-9999,23.5,91,
Kachchh,,Kachchh,,India,Kachchh,-9999,23.5,70,
Faridpur,,Faridpur,,Bangladesh,Faridpur,Faridpur,23.582754,89.802111,
Muscat,,Muscat,,Oman,Masqat,Muscat,23.607,58.588,
Narayanganj,,Narayanganj,,Bangladesh,Munshiganj,Narayanganj,23.624653,90.504575,
Sindri,,Sindri,,India,Dhanbad,Sindri,23.64787,86.510862,
Sriniketan,,Sriniketan,,India,West Bengal,Sriniketan,23.666809,87.661417,
Asansol,,Asansol,,India,West Bengal,Asansol,23.679182,86.969414,
Patha Bhavan,,Patha Bhavan,,India,West Bengal,Shanti Niketan,23.679493,87.686487,
Visva-Bharati,,Visva-Bharati,,India,West Bengal,Sh?nti Niketan,23.679508,87.689486,
Sh?nti Niketan,,Sh?nti Niketan,,India,West Bengal,Sh?nti Niketan,23.683333,87.683333,
Old Dhaka,,Old Dhaka,,Bangladesh,Dhaka,Dhaka,23.707687,90.416053,
St. Gregory's High School,,St. Gregory's High School,,Bangladesh,Dhaka,Dhaka,23.708166,90.413923,
St. Francis Xavier Girls School,,St. Francis Xavier Girls School,,Bangladesh,Dhaka,Dhaka,23.708316,90.413512,
Jagannath University,,Jagannath University,,Bangladesh,Dhaka,Dhaka,23.708848,90.410417,
Wari,,Wari,,Bangladesh,Dhaka,Dhaka,23.717351,90.41782,
Nawabpur Road,,Nawabpur Road,,Bangladesh,Dhaka,Dhaka,23.718301,90.411557,
Kaptan Bazar,,Kaptan Bazar,,Bangladesh,Dhaka,Dhaka,23.722555,90.412964,
Dhaka Medical College,,Dhaka Medical College,,Bangladesh,Dhaka,Dhaka,23.725626,90.397433,
Curzon Hall,,Curzon Hall,,Bangladesh,Dhaka,Dhaka,23.726571,90.402298,
Eden Girls' College,,Eden Girls' College,,Bangladesh,Dhaka,Dhaka,23.728116,90.387262,
Salimullah Muslim Hall,,Salimullah Muslim Hall,,Bangladesh,Dhaka,Dhaka,23.729328,90.390737,
Bangladesh National Museum,,Bangladesh National Museum,,Bangladesh,Dhaka,Dhaka,23.737521,90.394461,
Shanti Nagar,,Shanti Nagar,,Bangladesh,Dhaka,Dhaka,23.738187,90.414285,
Dhaka College,,Dhaka College,,Bangladesh,Dhaka,Dhaka,23.739764,90.382765,
Circuit House Road,,Circuit House Road,,Bangladesh,Dhaka,Dhaka,23.740202,90.408596,
State Guest House,,State Guest House,,Bangladesh,Dhaka,Dhaka,23.745613,90.40353,
Gulshan,,Gulshan,,Bangladesh,Dhaka,Dhaka,23.792496,90.407806,
Mirpur,,Mirpur,,Bangladesh,Dhaka,Dhaka,23.792613,90.360714,
Meherpur,,Meherpur,,Bangladesh,Meherpur,-9999,23.793382,88.693635,
Dhanbad,,Dhanbad,,India,Jharkland,-9999,23.832628,86.482279,
Mihijam,,Mihijam,,India,Jharkhand,Mihijam,23.853934,86.873559,
Manikganj,,Manikganj,,Bangladesh,Dhaka,Manikganj,23.857355,89.956858,
Birbhum,,Birbhum,,India,West Bengal,-9999,23.867786,87.59318,
Uttara,,Uttara,,Bangladesh,Dhaka,Dhaka,23.872839,90.396028,
Suri,,Birbhum,Suri,,government building,India,-1,-1,
Kushtia,,Kushtia,,Bangladesh,Kushtia,-9999,23.906153,89.02003,
Beldanga,,Beldanga,,India,West Bengal,Beldanga,23.942329,88.255543,
Naoda,,Naoda,,India,West Bengal,Naoda,23.98357,88.291451,
Dharadaha,,Dharadaha,,India,West Bengal,Dharadaha,23.993536,88.578702,
Pabna,,Pabna,,Bangladesh,Pabna,-9999,24,89.4,
East Pakistan,,Bangladesh,East Pakistan,Bangladesh,-9999,-9999,24,90,
Saudi Arabia,,Saudi Arabia,,Saudi Arabia,-9999,-9999,24,44.5,
Arabian Peninsula,,Arabian Peninsula,,-9999,-9999,-9999,24,44.5,
